Provider Number,Hospital Name,Address 1,City,State,ZIP Code,Full Address,Latitude,Longitude,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,"44045 RIVERSIDE PARKWAY, LEESBURG, VA, 20176",39.0740450,-77.4775350,LOUDOUN,7038586600,14,No Different than U.S. National Rate,11,17.6,133,,11.2,No Different than U.S. National Rate,8.8,14.1,338,,9.3,No Different than U.S. National Rate,7.2,12,329,,17.9,No Different than U.S. National Rate,14.4,21.8,130,,25.1,No Different than U.S. National Rate,21.7,28.7,400,,18.7,No Different than U.S. National Rate,15.6,22.2,342,
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,"2800 GODWIN BOULEVARD, SUFFOLK, VA, 23439",36.7734178,-76.5813320,SUFFOLK CITY,7579344000,17.7,No Different than U.S. National Rate,14.1,21.7,149,,13.3,No Different than U.S. National Rate,11,16.2,506,,14.3,No Different than U.S. National Rate,11.7,17.5,326,,18.2,No Different than U.S. National Rate,14.7,21.9,116,,24.4,No Different than U.S. National Rate,21.6,27.4,587,,17.4,No Different than U.S. National Rate,14.6,20.7,318,
490045,PRINCE WILLIAM HOSPITAL,8700 SUDLEY RD,MANASSAS,VA,20110,"8700 SUDLEY RD, MANASSAS, VA, 20110",38.7671914,-77.4872257,MANASSAS CITY,7033698000,16.2,No Different than U.S. National Rate,12.8,20.4,120,,10.9,No Different than U.S. National Rate,8.3,14.3,204,,13.1,No Different than U.S. National Rate,10.3,16.5,291,,17.8,No Different than U.S. National Rate,14.4,21.9,109,,23.5,No Different than U.S. National Rate,19.9,27.5,259,,18.2,No Different than U.S. National Rate,15.2,21.7,326,
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,"830 KEMPSVILLE ROAD, NORFOLK, VA, 23502",36.8506243,-76.1902460,NORFOLK CITY,7572616601,16.3,No Different than U.S. National Rate,13.2,19.9,193,,13.5,No Different than U.S. National Rate,11.4,15.8,643,,17.8,Worse than U.S. National Rate,15.2,20.6,503,,20.3,No Different than U.S. National Rate,17,24.3,149,,22,No Different than U.S. National Rate,19.4,24.8,714,,19.1,No Different than U.S. National Rate,16.4,22.1,461,
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,"1900 ELECTRIC ROAD, SALEM, VA, 24153",37.2632034,-80.0314944,SALEM,5407764000,15.4,No Different than U.S. National Rate,12.8,18.6,418,,12.3,No Different than U.S. National Rate,10.5,14.4,734,,10.4,No Different than U.S. National Rate,8.7,12.6,631,,22.5,No Different than U.S. National Rate,19.3,25.9,464,,21.8,Better than U.S. National Rate,19.4,24.6,815,,18.2,No Different than U.S. National Rate,15.7,21,627,
490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,"1701 NORTH GEORGE MASON DRIVE, ARLINGTON, VA, 22205",38.8890755,-77.1274832,ARLINGTON,7035585000,14.6,No Different than U.S. National Rate,11.7,17.9,182,,11.1,No Different than U.S. National Rate,8.9,13.6,395,,11.8,No Different than U.S. National Rate,9.6,14.4,431,,18.4,No Different than U.S. National Rate,15.2,22.3,180,,19.8,Better than U.S. National Rate,17,23.1,453,,18.1,No Different than U.S. National Rate,15.4,21.3,464,
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,"500 J CLYDE MORRIS BLVD, NEWPORT NEWS, VA, 23601",37.0630364,-76.4830579,NEWPORT NEWS CITY,7575942000,13.5,No Different than U.S. National Rate,11,16.5,337,,12,No Different than U.S. National Rate,10,14.4,516,,12.3,No Different than U.S. National Rate,10.1,14.9,320,,17.5,No Different than U.S. National Rate,14.8,20.7,389,,24.2,No Different than U.S. National Rate,21.6,27.3,622,,17.5,No Different than U.S. National Rate,14.7,20.8,337,
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,"16000 JOHNSTON MEMORIAL DRIVE, ABINGDON, VA, 24211",36.7228461,-81.9118729,WASHINGTON,2762581000,14.3,No Different than U.S. National Rate,11.4,17.8,143,,11.3,No Different than U.S. National Rate,8.9,14.1,271,,12.8,No Different than U.S. National Rate,10.4,15.8,343,,22.2,No Different than U.S. National Rate,18.2,26.6,107,,26.2,No Different than U.S. National Rate,22.7,29.8,328,,20.1,No Different than U.S. National Rate,17.1,23.3,371,
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,"1060 FIRST COLONIAL ROAD, VIRGINIA BEACH, VA, 23454",36.8647397,-76.0265208,VIRGINIA BEACH CITY,7573958000,15.8,No Different than U.S. National Rate,13,19.1,287,,12.7,No Different than U.S. National Rate,10.7,14.9,669,,10.9,No Different than U.S. National Rate,9,13.1,563,,20,No Different than U.S. National Rate,16.7,23.7,280,,25,No Different than U.S. National Rate,22.2,27.7,741,,18.1,No Different than U.S. National Rate,15.7,20.8,575,
490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,5801 BREMO RD,RICHMOND,VA,23226,"5801 BREMO RD, RICHMOND, VA, 23226",37.5842894,-77.5126186,HENRICO,8042852011,15,No Different than U.S. National Rate,12.5,18,302,,10.9,No Different than U.S. National Rate,9,13.1,605,,11.9,No Different than U.S. National Rate,9.7,14.5,406,,20.7,No Different than U.S. National Rate,17.6,24.1,329,,24.1,No Different than U.S. National Rate,21.5,26.9,725,,21.3,No Different than U.S. National Rate,18.3,24.6,447,
490060,CLINCH VALLEY MEDICAL CENTER,6801 GOV G C PEERY HWY,RICHLANDS,VA,24641,"6801 GOV G C PEERY HWY, RICHLANDS, VA, 24641",37.0945850,-81.8199682,TAZEWELL,2765966000,15.5,No Different than U.S. National Rate,12,19.8,78,,11.2,No Different than U.S. National Rate,8.6,14.4,211,,11,No Different than U.S. National Rate,8.3,14.6,158,,20.7,No Different than U.S. National Rate,16.8,25.1,58,,30.5,Worse than U.S. National Rate,26.4,34.6,272,,20.2,No Different than U.S. National Rate,16.6,24.3,169,
490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS RD,FALLS CHURCH,VA,22042,"3300 GALLOWS RD, FALLS CHURCH, VA, 22042",38.8573966,-77.2281251,FAIRFAX,7037763332,15.1,No Different than U.S. National Rate,13,17.6,771,,10.5,No Different than U.S. National Rate,9,12.1,1027,,9.2,Better than U.S. National Rate,7.5,11.3,636,,18.6,No Different than U.S. National Rate,16.3,21.2,907,,25.1,No Different than U.S. National Rate,23,27.5,1226,,17,No Different than U.S. National Rate,14.7,19.7,653,
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,"100 SENTARA CIRCLE, WILLIAMSBURG, VA, 23188",37.3366689,-76.7410608,JAMES CITY,7579848141,13.8,No Different than U.S. National Rate,10.8,17.4,174,,12,No Different than U.S. National Rate,9.8,14.5,468,,11.7,No Different than U.S. National Rate,9.5,14.6,386,,19.4,No Different than U.S. National Rate,15.7,23.9,155,,24.1,No Different than U.S. National Rate,21.1,27.3,528,,16.4,No Different than U.S. National Rate,13.7,19.6,385,
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,"200 MEDICAL PARK BOULEVARD, PETERSBURG, VA, 23805",37.1824222,-77.3594222,PETERSBURG CITY,8047655000,14.8,No Different than U.S. National Rate,12.1,17.9,296,,9.3,Better than U.S. National Rate,7.5,11.4,554,,11.2,No Different than U.S. National Rate,9,13.8,369,,19.4,No Different than U.S. National Rate,16.3,22.8,265,,26.7,No Different than U.S. National Rate,23.8,29.7,648,,19.9,No Different than U.S. National Rate,16.9,23.1,370,
490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,"8260 ATLEE ROAD, MECHANICSVILLE, VA, 23116",37.6285914,-77.3855471,HANOVER,8047646000,14.3,No Different than U.S. National Rate,11.8,17.2,391,,11.7,No Different than U.S. National Rate,9.8,13.8,745,,11.3,No Different than U.S. National Rate,8.9,14.1,307,,18.7,No Different than U.S. National Rate,15.9,21.9,391,,25.5,No Different than U.S. National Rate,23,28.2,834,,20.2,No Different than U.S. National Rate,17,23.5,319,
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON                       ,VA,23667,"100 EMANCIPATION DRIVE, HAMPTON                       , VA, 23667",37.0164356,-76.3333604,HAMPTON CITY,7577229961,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11,No Different than U.S. National Rate,7.9,15,108,,11.5,No Different than U.S. National Rate,7.9,15.8,64,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.8,No Different than U.S. National Rate,20.7,29.5,128,,18.1,No Different than U.S. National Rate,14.3,22.5,70,
490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,"142 SOUTH MAIN STREET, DANVILLE, VA, 24541",36.5776731,-79.4055025,DANVILLE CITY,4347993700,17.4,No Different than U.S. National Rate,14.2,21,215,,12.7,No Different than U.S. National Rate,10.5,15.3,487,,13.2,No Different than U.S. National Rate,10.7,16.1,383,,18.3,No Different than U.S. National Rate,14.9,22.1,175,,28.4,Worse than U.S. National Rate,25.2,31.8,582,,20.7,No Different than U.S. National Rate,17.5,24.1,378,
490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,"500 MARTHA JEFFERSON DRIVE, CHARLOTTESVILLE, VA, 22911",38.0225077,-78.4432214,ALBEMARLE,4346547000,15.9,No Different than U.S. National Rate,13,19.2,287,,11.8,No Different than U.S. National Rate,9.8,14.4,463,,11.3,No Different than U.S. National Rate,9.2,13.7,581,,20.5,No Different than U.S. National Rate,17.2,23.9,262,,25.6,No Different than U.S. National Rate,22.7,28.6,610,,20,No Different than U.S. National Rate,17.3,23,638,
490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,320 HOSPITAL DRIVE,MARTINSVILLE,VA,24115,"320 HOSPITAL DRIVE, MARTINSVILLE, VA, 24115",36.6984746,-79.8654509,HENRY,2766667200,17.9,No Different than U.S. National Rate,14.3,22.3,141,,15.1,Worse than U.S. National Rate,12.1,18.7,326,,16,Worse than U.S. National Rate,13.1,19.2,384,,18.8,No Different than U.S. National Rate,15.1,23.1,107,,24.1,No Different than U.S. National Rate,20.9,27.7,371,,18.8,No Different than U.S. National Rate,15.8,22.2,359,
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,"618 HOSPITAL ROAD, TAPPAHANNOCK, VA, 22560",37.9006486,-76.8796628,ESSEX,8044436189,18.2,No Different than U.S. National Rate,14.1,23.1,69,,11.5,No Different than U.S. National Rate,8.5,15.6,128,,12.3,No Different than U.S. National Rate,8.7,17,104,,18.9,No Different than U.S. National Rate,15,23.4,44,,25.8,No Different than U.S. National Rate,21.6,30.4,168,,15.8,No Different than U.S. National Rate,12.5,20,104,
490088,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,"1613 OAKWOOD STREET, BEDFORD, VA, 24523",37.3514019,-79.5175735,Bedford City,5405862441,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.8,No Different than U.S. National Rate,10.2,18.6,98,,16.7,Worse than U.S. National Rate,12.7,21.8,140,,Not Available,Number of Cases Too Small,Not Available,Not Available,16,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.8,No Different than U.S. National Rate,21.2,31,119,,17.6,No Different than U.S. National Rate,14,22,128,
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151,"180 FLOYD AVENUE, ROCKY MOUNT, VA, 24151",36.9942146,-79.8903190,FRANKLIN,5404835277,16.6,No Different than U.S. National Rate,12.9,21,34,,12.8,No Different than U.S. National Rate,9.8,16.4,132,,12.4,No Different than U.S. National Rate,9.4,15.8,167,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.3,No Different than U.S. National Rate,19.3,28.1,151,,17,No Different than U.S. National Rate,13.7,21,168,
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,"800 OAK STREET, FARMVILLE, VA, 23901",37.3025074,-78.4039519,PRINCE EDWARD,4343928811,15.1,No Different than U.S. National Rate,11.6,19.6,57,,11.8,No Different than U.S. National Rate,9,15.5,173,,10,No Different than U.S. National Rate,7.2,13.2,185,,20.9,No Different than U.S. National Rate,16.7,25.8,35,,24.4,No Different than U.S. National Rate,20.4,28.9,198,,22.7,No Different than U.S. National Rate,18.5,27.2,202,
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,"100 FAIRVIEW DRIVE, FRANKLIN, VA, 23851",36.6918027,-76.9376587,FRANKLIN CITY,7575696100,15.3,No Different than U.S. National Rate,11.6,19.6,42,,11.3,No Different than U.S. National Rate,8.4,15.2,137,,13.2,No Different than U.S. National Rate,10.1,17,209,,19,No Different than U.S. National Rate,15,23.8,26,,27.3,No Different than U.S. National Rate,23.1,31.8,176,,18.9,No Different than U.S. National Rate,15.6,22.8,210,
490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,"3000 COLISEUM DRIVE, HAMPTON, VA, 23666",37.0569034,-76.3898479,HAMPTON CITY,7577361000,18.1,No Different than U.S. National Rate,14.6,22.1,176,,12.2,No Different than U.S. National Rate,9.8,15,421,,14.8,Worse than U.S. National Rate,12.4,17.4,397,,21.1,No Different than U.S. National Rate,17,25.5,134,,23.3,No Different than U.S. National Rate,20.3,26.6,491,,23.4,Worse than U.S. National Rate,20.1,26.8,394,
490094,BON SECOURS - RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,23223,"1500 N. 28TH STREET, RICHMOND, VA, 23223",37.5401504,-77.4070141,RICHMOND CITY,8042251700,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.6,No Different than U.S. National Rate,7.1,15.6,36,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.6,No Different than U.S. National Rate,20.2,29.8,43,,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,"727 NORTH MAIN STREET, EMPORIA, VA, 23847",36.7017264,-77.5377586,Emporia City,4343484400,15.6,No Different than U.S. National Rate,12.1,19.8,79,,12.1,No Different than U.S. National Rate,9.3,15.6,216,,17.1,Worse than U.S. National Rate,13.2,21.7,184,,21.8,No Different than U.S. National Rate,17.9,26.2,67,,28.2,No Different than U.S. National Rate,24,32.3,270,,21,No Different than U.S. National Rate,17.1,25.3,176,
490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,"125 BUENA VISTA CIRCLE, SOUTH HILL, VA, 23970",36.7340566,-78.1335782,MECKLENBURG,4344473151,15.3,No Different than U.S. National Rate,12.2,18.8,120,,13.9,No Different than U.S. National Rate,11,17.2,302,,12.4,No Different than U.S. National Rate,9.4,16.3,184,,20.8,No Different than U.S. National Rate,17.1,25.3,82,,23.8,No Different than U.S. National Rate,20.5,27.6,339,,19.6,No Different than U.S. National Rate,16,23.6,167,
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,"3600 JOSEPH SIEWICK DRIVE, FAIRFAX, VA, 22033",38.8852054,-77.3803495,FAIRFAX,7033913600,14,No Different than U.S. National Rate,10.9,18,65,,12.1,No Different than U.S. National Rate,9.5,15.2,279,,11.4,No Different than U.S. National Rate,8.8,14.6,314,,21,No Different than U.S. National Rate,16.9,25.5,56,,24,No Different than U.S. National Rate,20.8,27.5,350,,17.6,No Different than U.S. National Rate,14.7,21.1,334,
490105,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,340 BAGLEY CIRCLE,MARION,VA,24354,"340 BAGLEY CIRCLE, MARION, VA, 24354",36.8312540,-81.5109515,SMYTH,2767831217,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
490106,WESTERN STATE HOSPITAL,1301 RICHMOND AVENUE,STAUNTON,VA,24402,"1301 RICHMOND AVENUE, STAUNTON, VA, 24402",38.1318873,-79.0350756,STAUNTON CITY,7033328000,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure
490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,"1850 TOWN CENTER PARKWAY, RESTON, VA, 20190",38.9626797,-77.3639360,FAIRFAX,7036899000,13.9,No Different than U.S. National Rate,10.6,18,77,,11,No Different than U.S. National Rate,8.6,13.9,254,,10,No Different than U.S. National Rate,7.6,12.9,256,,18.9,No Different than U.S. National Rate,15,23.7,67,,24.3,No Different than U.S. National Rate,20.7,28.3,315,,18.9,No Different than U.S. National Rate,15.8,22.7,270,
490109,EASTERN STATE HOSPITAL,4601 IRONBOUND ROAD,WILLIAMSBURG,VA,23188,"4601 IRONBOUND ROAD, WILLIAMSBURG, VA, 23188",37.2906406,-76.7358165,JAMES CITY,7572535161,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND                      ,VA,23249,"1201 BROAD ROCK BOULEVARD, RICHMOND                      , VA, 23249",37.4979658,-77.4667912,RICHMOND CITY,8046755000,16.3,No Different than U.S. National Rate,12.7,20.7,119,,12.2,No Different than U.S. National Rate,9.5,15.3,330,,13.2,No Different than U.S. National Rate,10.4,16.6,272,,21.1,No Different than U.S. National Rate,17.4,25.4,144,,26.9,No Different than U.S. National Rate,23.5,30.4,430,,21.8,No Different than U.S. National Rate,18.1,25.6,301,
490110,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,"3700 SOUTH MAIN STREET, BLACKSBURG, VA, 24060",37.1872989,-80.4108939,MONTGOMERY,5409511111,16.7,No Different than U.S. National Rate,12.8,21.4,77,,10.8,No Different than U.S. National Rate,8,14.1,142,,12,No Different than U.S. National Rate,9.1,15.5,211,,20.2,No Different than U.S. National Rate,16.1,24.7,55,,25.1,No Different than U.S. National Rate,21.2,29.3,164,,20.2,No Different than U.S. National Rate,16.7,24.2,222,
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,"600 WEST RIDGE ROAD, WYTHEVILLE, VA, 24382",36.9546599,-81.0971949,WYTHE,2762280200,14.7,No Different than U.S. National Rate,11.8,18.1,61,,12.6,No Different than U.S. National Rate,9.5,16.2,147,,12,No Different than U.S. National Rate,9.3,15.5,205,,18.4,No Different than U.S. National Rate,14.7,23,48,,26.2,No Different than U.S. National Rate,22.1,30.7,179,,19.4,No Different than U.S. National Rate,16.1,23.2,230,
490112,CJW MEDICAL CENTER,1401 JOHNSTON WILLIS DRIVE,RICHMOND,VA,23235,"1401 JOHNSTON WILLIS DRIVE, RICHMOND, VA, 23235",37.5106901,-77.5946377,CHESTERFIELD,8043302001,15.9,No Different than U.S. National Rate,13.3,18.6,491,,11.7,No Different than U.S. National Rate,10.1,13.7,1020,,14.7,Worse than U.S. National Rate,12.4,17.2,556,,19.1,No Different than U.S. National Rate,16.6,22.2,513,,22.4,No Different than U.S. National Rate,20.3,24.8,1205,,19.1,No Different than U.S. National Rate,16.6,22,563,
490113,SENTARA POTOMAC HOSPITAL,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,"2300 OPITZ BOULEVARD, WOODBRIDGE, VA, 22191",38.6373785,-77.2857697,PRINCE WILLIAM,7036701313,13.3,No Different than U.S. National Rate,10.3,16.9,131,,8.4,Better than U.S. National Rate,6.4,11,358,,11.1,No Different than U.S. National Rate,8.5,14.6,235,,18.1,No Different than U.S. National Rate,14.7,22.1,110,,25.5,No Different than U.S. National Rate,22.3,28.9,435,,17.2,No Different than U.S. National Rate,14,20.9,236,
490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,"1990 HOLTON AVENUE EAST, BIG STONE GAP, VA, 24219",36.8770338,-82.7543514,WISE,2765233111,15.4,No Different than U.S. National Rate,12.1,19.3,77,,9.8,No Different than U.S. National Rate,7.4,12.9,103,,10.6,No Different than U.S. National Rate,7.6,14.2,100,,22.2,No Different than U.S. National Rate,18.4,26.7,63,,24.6,No Different than U.S. National Rate,20.8,29.2,140,,19.4,No Different than U.S. National Rate,15.8,23.8,101,
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,"200 HOSPITAL DRIVE, GALAX, VA, 24333",36.6706770,-80.9239277,GALAX CITY,2762368181,16.6,No Different than U.S. National Rate,13,21,64,,14.1,No Different than U.S. National Rate,11,17.5,248,,15.3,Worse than U.S. National Rate,12.6,18.5,409,,20.2,No Different than U.S. National Rate,16.3,24.7,30,,24.6,No Different than U.S. National Rate,21,28.5,260,,18,No Different than U.S. National Rate,15.5,21.1,412,
490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,"2400 LEE HIGHWAY, PULASKI, VA, 24301",37.0683263,-80.7571327,PULASKI,5409948300,14.9,No Different than U.S. National Rate,11.7,18.8,100,,11.7,No Different than U.S. National Rate,8.7,15.2,166,,12.3,No Different than U.S. National Rate,9.4,15.8,225,,22,No Different than U.S. National Rate,17.9,26.8,67,,27.8,No Different than U.S. National Rate,23.8,32,202,,20.9,No Different than U.S. National Rate,17.2,24.8,240,
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,"141 BEN BOLT AVENUE, TAZEWELL, VA, 24651",37.1234349,-81.4981091,TAZEWELL,2769888700,16,No Different than U.S. National Rate,11.9,21.1,29,,14.1,No Different than U.S. National Rate,10.3,18.8,72,,14.2,No Different than U.S. National Rate,10.3,19.3,87,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.5,No Different than U.S. National Rate,21,30.2,93,,19.4,No Different than U.S. National Rate,15.6,23.9,88,
490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,"1602 SKIPWITH ROAD, RICHMOND, VA, 23229",37.6040442,-77.5400613,HENRICO,8042894500,14.7,No Different than U.S. National Rate,12.2,17.9,308,,11.2,No Different than U.S. National Rate,9.5,13.2,884,,11.4,No Different than U.S. National Rate,9.4,13.7,564,,19.1,No Different than U.S. National Rate,16.1,22.5,344,,23.9,No Different than U.S. National Rate,21.5,26.5,1009,,16.6,No Different than U.S. National Rate,14.4,19.7,573,
